ID,Loại,Mã sản phẩm,Tên,Mô tả ngắn,Mô tả,Giá khuyến mãi,Giá bán thường,Danh mục,Hình ảnh,Meta: site-sidebar-layout,Meta: site-content-layout,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _wp_page_template,Meta: _uag_css_file_name,Meta: _wxr_import_user_slug,Meta: _astra_sites_imported_post,Meta: _astra_sites_enable_for_batch,Meta: ast-site-content-layout,Meta: site-content-style,Meta: site-sidebar-style,Meta: astra-migrate-meta-layouts,Meta: _wp_old_date
\n<p data-start=""593"" data-end=""896"">Thân đèn được làm từ <strong data-start=""614"" data-end=""631"">gỗ muồng rừng</strong>, giữ lại sắc nâu vàng và những đường vân tự nhiên đặc trưng. Bề mặt gỗ mang lại cảm giác ấm áp, gần gũi, đồng thời dễ kết hợp với nội thất gỗ, sofa màu trung tính và các không gian sử dụng vật liệu tự nhiên. Vân và sắc độ gỗ có thể thay đổi nhẹ giữa từng sản phẩm.</p>
\n<p data-start=""898"" data-end=""1191"">Phía trên là chao vải màu kem dáng nón, giúp khuếch tán ánh sáng dịu và tạo vùng sáng ấm quanh đèn. Kiểu chao thu gọn ở phía trên tạo sự cân đối với thân đèn cao, phù hợp sử dụng làm đèn trang trí phòng khách, đèn góc sofa, đèn cạnh ghế đọc sách, đèn sảnh hoặc đèn trang trí khu vực cầu thang.</p>
\n<p data-start=""1193"" data-end=""1492"">Với kích thước <strong data-start=""1208"" data-end=""1227"">H1450 × D300 mm</strong>, Golden Sceptre có chiều cao nổi bật nhưng đường kính gọn, phù hợp với cả những góc nội thất có diện tích vừa phải. Thiết kế mang hơi hướng <strong data-start=""1368"" data-end=""1423"">Classic, Modern Classic, Transitional và Đông Dương</strong>, đặc biệt phù hợp với không gian sử dụng gỗ tự nhiên và tông màu ấm.</p>
\n<p data-start=""1494"" data-end=""1716"">Sản phẩm sử dụng <strong data-start=""1511"" data-end=""1551"">đui bóng E27 và nguồn điện 220V–50Hz</strong>, tương thích với hệ thống điện dân dụng tại Việt Nam. Có thể lựa chọn bóng LED ánh sáng vàng khoảng 2700K–3000K để làm nổi bật vân gỗ và tạo bầu không khí thư giãn.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""1718"" data-end=""1739"">Thông tin sử dụng</h3>
\n<ul data-start=""1741"" data-end=""2241"">
\n 	<li data-section-id=""1nltvpe"" data-start=""1741"" data-end=""1772"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""14yieaa"" data-start=""1773"" data-end=""1800"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""1ltbaq4"" data-start=""1801"" data-end=""1884"">Màu và độ sáng phụ thuộc vào bóng lắp đặt; khuyến nghị ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""1885"" data-end=""1926"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1sxczst"" data-start=""1927"" data-end=""1972"">Chỉ sử dụng trong nhà, tại khu vực khô ráo.</li>
\n 	<li data-section-id=""m7ifce"" data-start=""1973"" data-end=""2019"">Đặt đèn trên bề mặt bằng phẳng và chắc chắn.</li>
\n 	<li data-section-id=""k73b59"" data-start=""2020"" data-end=""2064"">Rút điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""6odaae"" data-start=""2065"" data-end=""2126"">Vệ sinh thân gỗ và chao đèn bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""15zultr"" data-start=""2127"" data-end=""2176"">Không sử dụng hóa chất tẩy mạnh trên bề mặt gỗ.</li>
\n 	<li data-section-id=""1yei5aj"" data-start=""2177"" data-end=""2241"">Vân và sắc độ gỗ tự nhiên có thể khác nhau giữa từng sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2243"" data-end=""2277"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2279"" data-end=""2565"">
\n 	<li data-section-id=""7mg38n"" data-start=""2279"" data-end=""2360"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""121xsoj"" data-start=""2361"" data-end=""2438"">Hỗ trợ đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""bde0rz"" data-start=""2439"" data-end=""2565"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không bị hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2567"" data-end=""2592"">Chính sách vận chuyển</h3>
\n<ul data-start=""2594"" data-end=""2871"">
\n 	<li data-section-id=""1p9scda"" data-start=""2594"" data-end=""2623"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""2624"" data-end=""2677"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1hc8hva"" data-start=""2678"" data-end=""2791"">Thời gian và chi phí giao hàng được xác định theo địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""2792"" data-end=""2871"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2450000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-co-dien-golden-sceptre-ds-0031-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-co-dien-golden-sceptre-ds-0031-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-co-dien-golden-sceptre-ds-0031-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-co-dien-golden-sceptre-ds-0031-3.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-co-dien-golden-sceptre-ds-0031-4.jpg",default,,default,,,,default,,,,,default,default,default,set,

741,simple,,Đèn Sàn Gỗ Muồng Midnight Reed,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DS-0033</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H1400 × D340 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ muồng rừng, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Thân nâu gỗ trầm, chao màu kem</td>
\n</tr>
\n<tr>
\n<td>Kiểu dáng</td>
\n<td>Thân trụ thẳng, điểm vòng tiện tối giản</td>
\n</tr>
\n<tr>
\n<td>Kiểu chao</td>
\n<td>Chao vải hình trụ tròn</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""552"" data-end=""865""><strong data-start=""552"" data-end=""603"">Đèn sàn gỗ muồng tối giản Midnight Reed DS-0033</strong> sở hữu thân đèn cao, thanh mảnh với tỷ lệ cân đối và đường nét được tiết chế. Thay vì sử dụng nhiều khối tiện lớn, sản phẩm tập trung vào một trục gỗ thẳng, điểm xuyết bằng những vòng tiện nhỏ ở đầu, giữa và chân đèn, tạo cảm giác gọn gàng nhưng không đơn điệu.</p>
\n<p data-start=""867"" data-end=""1110"">Thân đèn được làm từ <strong data-start=""888"" data-end=""905"">gỗ muồng rừng</strong>, hoàn thiện với sắc nâu trầm giúp làm nổi bật dáng đèn thẳng và vẻ chắc chắn của vật liệu tự nhiên. Phần cổ đèn có khối tiện nhỏ kết hợp các vòng chỉ gỗ, tạo điểm chuyển mềm mại giữa thân trụ và chao đèn.</p>
\n<p data-start=""1112"" data-end=""1334"">Chao vải màu kem dáng trụ tròn giúp cân bằng với thân đèn mảnh. Khi bật sáng, ánh sáng được khuếch tán qua bề mặt chao, tạo vùng sáng dịu phía trên và phía dưới, đồng thời hình thành hiệu ứng ánh sáng trang trí trên tường.</p>
\n<p data-start=""1336"" data-end=""1590"">Với kích thước <strong data-start=""1351"" data-end=""1370"">H1400 × D340 mm</strong>, Midnight Reed đủ cao để tạo điểm nhấn nhưng không chiếm nhiều diện tích mặt sàn. Sản phẩm phù hợp sử dụng làm đèn góc sofa, đèn cạnh ghế đọc sách, đèn trang trí phòng khách, phòng ngủ, tiền sảnh hoặc khu vực cầu thang.</p>
\n<p data-start=""1592"" data-end=""1878"">Thiết kế kết hợp giữa thân gỗ truyền thống và hình khối tối giản giúp sản phẩm phù hợp với nhiều phong cách nội thất như <strong data-start=""1713"" data-end=""1780"">Modern Classic, Transitional, Minimalist và Đông Dương hiện đại</strong>. Màu nâu trầm đặc biệt dễ phối cùng nội thất gỗ, màu trắng, be, xám hoặc các tông màu trung tính.</p>
\n<p data-start=""1880"" data-end=""2091"">Sản phẩm sử dụng <strong data-start=""1897"" data-end=""1937"">đui bóng E27 và nguồn điện 220V–50Hz</strong>, phù hợp với hệ thống điện dân dụng tại Việt Nam. Nên sử dụng bóng LED ánh sáng vàng khoảng 2700K–3000K để làm nổi bật màu gỗ và tạo không gian thư giãn.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""2093"" data-end=""2114"">Thông tin sử dụng</h3>
\n<ul data-start=""2116"" data-end=""2646"">
\n 	<li data-section-id=""1nltvpe"" data-start=""2116"" data-end=""2147"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""14yieaa"" data-start=""2148"" data-end=""2175"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""4ew9at"" data-start=""2176"" data-end=""2220"">Màu và độ sáng phụ thuộc vào bóng lắp đặt.</li>
\n 	<li data-section-id=""1sbdjgn"" data-start=""2221"" data-end=""2278"">Khuyến nghị sử dụng bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2279"" data-end=""2320"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1032xbb"" data-start=""2321"" data-end=""2368"">Chỉ sử dụng trong nhà và tại khu vực khô ráo.</li>
\n 	<li data-section-id=""v29cdv"" data-start=""2369"" data-end=""2418"">Đặt chân đèn trên bề mặt bằng phẳng, chắc chắn.</li>
\n 	<li data-section-id=""13a9dv0"" data-start=""2419"" data-end=""2469"">Rút nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""2ntkdu"" data-start=""2470"" data-end=""2519"">Vệ sinh thân gỗ bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""8s50m3"" data-start=""2520"" data-end=""2581"">Không sử dụng hóa chất tẩy mạnh trên bề mặt gỗ và chao đèn.</li>
\n 	<li data-section-id=""1yei5aj"" data-start=""2582"" data-end=""2646"">Vân và sắc độ gỗ tự nhiên có thể khác nhau giữa từng sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2648"" data-end=""2682"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2684"" data-end=""2979"">
\n 	<li data-section-id=""7mg38n"" data-start=""2684"" data-end=""2765"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""121xsoj"" data-start=""2766"" data-end=""2843"">Hỗ trợ đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2844"" data-end=""2979"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2981"" data-end=""3006"">Chính sách vận chuyển</h3>
\n<ul data-start=""3008"" data-end=""3279"">
\n 	<li data-section-id=""1p9scda"" data-start=""3008"" data-end=""3037"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""7otwsh"" data-start=""3038"" data-end=""3094"">Sản phẩm được đóng gói và bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1nmliax"" data-start=""3095"" data-end=""3199"">Thời gian và chi phí giao hàng phụ thuộc địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""3200"" data-end=""3279"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2500000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-toi-gian-midnight-reed-ds-0033-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-toi-gian-midnight-reed-ds-0033-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-toi-gian-midnight-reed-ds-0033-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-muong-toi-gian-midnight-reed-ds-0033-3.jpg",default,,default,,,,default,,,,,default,default,default,set,

746,simple,,Đèn Bàn Gỗ Tự Nhiên Woodland Vessel,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DT-0034</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H430 × D300 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Nâu gỗ tự nhiên đa sắc, chao màu kem</td>
\n</tr>
\n<tr>
\n<td>Kiểu dáng</td>
\n<td>Thân bầu tròn, cổ thuôn dáng bình</td>
\n</tr>
\n<tr>
\n<td>Kiểu chao</td>
\n<td>Chao vải hình trụ tròn</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""422"" data-end=""759""><strong data-start=""422"" data-end=""480"">Đèn bàn gỗ tự nhiên nghệ thuật Woodland Vessel DT-0034</strong> gây ấn tượng bằng thân đèn có hình dáng như một chiếc bình gỗ thủ công, với phần bầu tròn đầy đặn và cổ thuôn dần về phía trên. Đường nét không hoàn toàn đối xứng giúp sản phẩm giữ được vẻ mộc mạc, tự nhiên và khác biệt so với các mẫu đèn bàn được sản xuất theo khuôn phổ thông.</p>
\n<p data-start=""761"" data-end=""1061"">Thân đèn sử dụng <strong data-start=""778"" data-end=""811"">gỗ tự nhiên tạo hình thủ công</strong>, giữ lại sự chuyển đổi giữa các mảng màu nâu sáng, nâu trầm và đường vân nguyên bản. Chính những thay đổi về sắc độ, mắt gỗ và hình dáng bề mặt tạo nên cá tính riêng cho sản phẩm, biến mỗi chiếc đèn thành một vật dụng trang trí mang tính nghệ thuật.</p>
\n<p data-start=""1063"" data-end=""1353"">Phía trên là chao vải màu kem dáng trụ tròn, có kích thước cân đối với phần thân bầu. Khi bật sáng, chao vải giúp khuếch tán ánh sáng dịu, đồng thời làm nổi bật màu sắc và đường vân trên thân gỗ. Sự kết hợp giữa gỗ tự nhiên và ánh sáng vàng mang lại cảm giác ấm áp, thư giãn cho không gian.</p>
\n<p data-start=""1355"" data-end=""1610"">Với kích thước <strong data-start=""1370"" data-end=""1388"">H430 × D300 mm</strong>, Woodland Vessel phù hợp đặt trên bàn phụ cạnh sofa, bàn console, tủ đầu giường, kệ trang trí hoặc bàn làm việc. Sản phẩm có thể vừa đảm nhiệm vai trò chiếu sáng bổ trợ, vừa trở thành một điểm nhấn nghệ thuật trong phòng.</p>
\n<p data-start=""1612"" data-end=""1846"">Thiết kế phù hợp với các phong cách nội thất như <strong data-start=""1661"" data-end=""1735"">Organic Modern, Wabi-sabi, Rustic, Contemporary và Đông Dương hiện đại</strong>. Đèn đặc biệt dễ kết hợp với mặt bàn gỗ nguyên tấm, nội thất màu trung tính, vật liệu đá, mây tre và cây xanh.</p>
\n<p data-start=""1848"" data-end=""2076"">Sản phẩm sử dụng <strong data-start=""1865"" data-end=""1905"">đui bóng E27 và nguồn điện 220V–50Hz</strong>, phù hợp với hệ thống điện dân dụng tại Việt Nam. Nên sử dụng bóng LED ánh sáng vàng khoảng 2700K–3000K để tăng cảm giác ấm áp và làm nổi bật vẻ đẹp tự nhiên của thân gỗ.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""2078"" data-end=""2099"">Thông tin sử dụng</h3>
\n<ul data-start=""2101"" data-end=""2629"">
\n 	<li data-section-id=""1nltvpe"" data-start=""2101"" data-end=""2132"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""14yieaa"" data-start=""2133"" data-end=""2160"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""4ew9at"" data-start=""2161"" data-end=""2205"">Màu và độ sáng phụ thuộc vào bóng lắp đặt.</li>
\n 	<li data-section-id=""1sbdjgn"" data-start=""2206"" data-end=""2263"">Khuyến nghị sử dụng bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2264"" data-end=""2305"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1032xbb"" data-start=""2306"" data-end=""2353"">Chỉ sử dụng trong nhà và tại khu vực khô ráo.</li>
\n 	<li data-section-id=""1og8tro"" data-start=""2354"" data-end=""2398"">Đặt đèn trên bề mặt bằng phẳng, chắc chắn.</li>
\n 	<li data-section-id=""13a9dv0"" data-start=""2399"" data-end=""2449"">Rút nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""6odaae"" data-start=""2450"" data-end=""2511"">Vệ sinh thân gỗ và chao đèn bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""15zultr"" data-start=""2512"" data-end=""2561"">Không sử dụng hóa chất tẩy mạnh trên bề mặt gỗ.</li>
\n 	<li data-section-id=""1e2wssw"" data-start=""2562"" data-end=""2629"">Vân gỗ, mắt gỗ và sắc độ có thể khác nhau nhẹ giữa từng sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2631"" data-end=""2665"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2667"" data-end=""2962"">
\n 	<li data-section-id=""7mg38n"" data-start=""2667"" data-end=""2748"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""121xsoj"" data-start=""2749"" data-end=""2826"">Hỗ trợ đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2827"" data-end=""2962"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2964"" data-end=""2989"">Chính sách vận chuyển</h3>
\n<ul data-start=""2991"" data-end=""3259"">
\n 	<li data-section-id=""1p9scda"" data-start=""2991"" data-end=""3020"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""3021"" data-end=""3074"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1nmliax"" data-start=""3075"" data-end=""3179"">Thời gian và chi phí giao hàng phụ thuộc địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""3180"" data-end=""3259"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,1300000,"Chưa phân loại, Sản Phẩm > Đèn Bàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-nghe-thuat-woodland-vessel-dt-0034-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-nghe-thuat-woodland-vessel-dt-0034-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-nghe-thuat-woodland-vessel-dt-0034-2-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-nghe-thuat-woodland-vessel-dt-0034-3.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-nghe-thuat-woodland-vessel-dt-0034-4.jpg",default,,default,,,,default,,,,,default,default,default,set,

752,simple,,Đèn Bàn Gỗ Tự Nhiên Nordic Ember,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DT-0024</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H460 × D200 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Thân nâu gỗ, chao màu kem</td>
\n</tr>
\n<tr>
\n<td>Kiểu dáng</td>
\n<td>Thân gỗ hình côn tối giản</td>
\n</tr>
\n<tr>
\n<td>Kiểu chao</td>
\n<td>Chao vải hình nón</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""414"" data-end=""679""><strong data-start=""414"" data-end=""458"">Đèn bàn gỗ tối giản Nordic Ember DT-0024</strong> được tạo nên từ hai hình khối hình học cân đối: thân gỗ hình côn cao kết hợp cùng chao vải dáng nón. Thiết kế liền mạch, tiết chế chi tiết giúp sản phẩm mang vẻ hiện đại nhưng vẫn giữ được sự ấm áp của vật liệu tự nhiên.</p>
\n<p data-start=""681"" data-end=""960"">Phần thân đèn làm từ <strong data-start=""702"" data-end=""717"">gỗ tự nhiên</strong>, tạo hình thuôn dần từ dưới lên trên. Bề mặt màu nâu gỗ ấm và đường vân nhẹ giúp thân đèn có chiều sâu mà không làm mất đi tinh thần tối giản. Kiểu dáng thanh gọn đặc biệt phù hợp với những không gian ưu tiên sự ngăn nắp và cân bằng thị giác.</p>
\n<p data-start=""962"" data-end=""1218"">Chao vải màu kem dáng nón mở rộng về phía dưới giúp ánh sáng được phân bổ tốt trên mặt bàn. Khi bật đèn, bề mặt chao làm dịu ánh sáng và tạo ra sắc vàng ấm, thích hợp cho các hoạt động thư giãn, đọc sách nhẹ hoặc sử dụng làm nguồn sáng bổ trợ vào buổi tối.</p>
\n<p data-start=""1220"" data-end=""1499"">Với kích thước <strong data-start=""1235"" data-end=""1253"">H460 × D200 mm</strong>, Nordic Ember có thân hình gọn, phù hợp đặt trên bàn đầu giường, bàn làm việc, bàn phụ cạnh sofa, bàn console hoặc kệ trang trí. Sản phẩm cũng có thể sử dụng trong căn hộ, homestay, phòng khách nhỏ và không gian lưu trú mang phong cách tự nhiên.</p>
\n<p data-start=""1501"" data-end=""1730"">Thiết kế phù hợp với các phong cách nội thất như <strong data-start=""1550"" data-end=""1623"">Japandi, Scandinavian, Minimalist, Contemporary và Mid-century Modern</strong>. Màu nâu gỗ kết hợp chao vải kem dễ phối cùng nội thất trắng, be, xám, xanh rêu và các bề mặt gỗ sáng màu.</p>
\n<p data-start=""1732"" data-end=""1947"">Sản phẩm sử dụng <strong data-start=""1749"" data-end=""1789"">đui bóng E27 và nguồn điện 220V–50Hz</strong>, phù hợp với hệ thống điện dân dụng tại Việt Nam. Nên kết hợp bóng LED ánh sáng vàng khoảng 2700K–3000K để giữ đúng tinh thần ấm áp và thư giãn của thiết kế.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""1949"" data-end=""1970"">Thông tin sử dụng</h3>
\n<ul data-start=""1972"" data-end=""2505"">
\n 	<li data-section-id=""1nltvpe"" data-start=""1972"" data-end=""2003"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""14yieaa"" data-start=""2004"" data-end=""2031"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""4ew9at"" data-start=""2032"" data-end=""2076"">Màu và độ sáng phụ thuộc vào bóng lắp đặt.</li>
\n 	<li data-section-id=""1sbdjgn"" data-start=""2077"" data-end=""2134"">Khuyến nghị sử dụng bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2135"" data-end=""2176"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1032xbb"" data-start=""2177"" data-end=""2224"">Chỉ sử dụng trong nhà và tại khu vực khô ráo.</li>
\n 	<li data-section-id=""yxahi3"" data-start=""2225"" data-end=""2270"">Đặt đèn trên mặt bàn bằng phẳng, chắc chắn.</li>
\n 	<li data-section-id=""13a9dv0"" data-start=""2271"" data-end=""2321"">Rút nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""6odaae"" data-start=""2322"" data-end=""2383"">Vệ sinh thân gỗ và chao đèn bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""90k38w"" data-start=""2384"" data-end=""2445"">Không sử dụng hóa chất tẩy mạnh trên bề mặt gỗ và chao vải.</li>
\n 	<li data-section-id=""13ci57e"" data-start=""2446"" data-end=""2505"">Vân và sắc độ gỗ có thể khác nhau nhẹ giữa từng sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2507"" data-end=""2541"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2543"" data-end=""2838"">
\n 	<li data-section-id=""7mg38n"" data-start=""2543"" data-end=""2624"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""121xsoj"" data-start=""2625"" data-end=""2702"">Hỗ trợ đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
